date,category,region,product_id,store_id,predicted_demand,recommended_price,expected_revenue,holiday_promotion
2026-01-09,Clothing,East,P0018,S002,147.75,57.97,8029.67,0
2026-01-09,Clothing,East,P0018,S003,147.75,59.75,8026.15,0
2026-01-09,Clothing,East,P0018,S004,147.75,48.93,8032.0,0
2026-01-09,Clothing,East,P0018,S005,147.75,49.03,8049.83,0
2026-01-09,Clothing,East,P0019,S001,147.75,58.25,8068.47,0
2026-01-09,Clothing,East,P0019,S002,147.75,49.14,8067.92,0
2026-01-09,Clothing,East,P0019,S003,147.75,50.94,8064.38,0
2026-01-09,Clothing,East,P0019,S004,147.75,58.26,8070.25,0
2026-01-09,Clothing,East,P0019,S005,147.75,58.39,8088.17,0
2026-01-09,Clothing,East,P0020,S001,147.75,51.38,8133.77,0
2026-01-09,Clothing,East,P0020,S002,147.75,56.88,8133.21,0
2026-01-09,Clothing,East,P0020,S003,147.75,53.19,8129.65,0
2026-01-09,Clothing,East,P0020,S004,147.75,51.39,8135.57,0
2026-01-09,Clothing,East,P0020,S005,147.75,51.51,8153.63,0
2026-01-09,Clothing,North,P0001,S001,147.75,52.4,8009.68,0
2026-01-09,Clothing,North,P0001,S002,147.75,56.01,8009.13,0
2026-01-09,Clothing,North,P0001,S003,147.75,50.57,8005.62,0
2026-01-09,Clothing,North,P0001,S004,147.75,52.42,8011.45,0
2026-01-09,Clothing,North,P0001,S005,147.75,56.15,8029.23,0
2026-01-09,Clothing,North,P0002,S001,147.75,58.59,8115.46,0
2026-01-09,Clothing,North,P0002,S002,147.75,58.58,8114.91,0
2026-01-09,Clothing,North,P0002,S003,147.75,56.73,8111.35,0
2026-01-09,Clothing,North,P0002,S004,147.75,58.6,8117.26,0
2026-01-09,Clothing,North,P0002,S005,147.75,53.23,8135.28,0
2026-01-09,Clothing,North,P0003,S001,147.75,49.09,8059.37,0
2026-01-09,Clothing,North,P0003,S002,147.75,54.54,8058.82,0
2026-01-09,Clothing,North,P0003,S003,147.75,59.97,8055.29,0
2026-01-09,Clothing,North,P0003,S004,147.75,58.2,8061.16,0
2026-01-09,Clothing,North,P0003,S005,147.75,49.21,8079.05,0
2026-01-09,Clothing,North,P0004,S001,147.75,53.36,8155.29,0
2026-01-09,Clothing,North,P0004,S002,147.75,58.87,8154.73,0
2026-01-09,Clothing,North,P0004,S003,147.75,51.49,8151.16,0
2026-01-09,Clothing,North,P0004,S004,147.75,58.89,8157.09,0
2026-01-09,Clothing,North,P0004,S005,147.75,53.49,8175.2,0
2026-01-09,Clothing,North,P0005,S001,147.75,52.86,8079.61,0
2026-01-09,Clothing,North,P0005,S002,147.75,49.21,8079.06,0
2026-01-09,Clothing,North,P0005,S003,147.75,58.3,8075.52,0
2026-01-09,Clothing,North,P0005,S004,147.75,49.23,8081.4,0
2026-01-09,Clothing,North,P0005,S005,147.75,56.65,8099.34,0
2026-01-09,Clothing,North,P0006,S001,147.75,58.06,8041.99,0
2026-01-09,Clothing,North,P0006,S002,147.75,48.98,8041.45,0
2026-01-09,Clothing,North,P0006,S003,147.75,50.78,8037.92,0
2026-01-09,Clothing,North,P0006,S004,147.75,59.89,8043.77,0
2026-01-09,Clothing,North,P0006,S005,147.75,56.38,8061.63,0
2026-01-09,Clothing,North,P0007,S001,147.75,50.94,8064.09,0
2026-01-09,Clothing,North,P0007,S002,147.75,52.76,8063.55,0
2026-01-09,Clothing,North,P0007,S003,147.75,58.19,8060.01,0
2026-01-09,Clothing,North,P0007,S004,147.75,60.05,8065.88,0
2026-01-09,Clothing,North,P0007,S005,147.75,58.36,8083.78,0
2026-01-09,Clothing,North,P0008,S001,147.75,58.68,8127.46,0
2026-01-09,Clothing,North,P0008,S002,147.75,58.67,8126.9,0
2026-01-09,Clothing,North,P0008,S003,147.75,51.31,8123.34,0
2026-01-09,Clothing,North,P0008,S004,147.75,53.19,8129.26,0
2026-01-09,Clothing,North,P0008,S005,147.75,58.82,8147.3,0
2026-01-09,Clothing,North,P0009,S001,147.75,52.99,8099.09,0
2026-01-09,Clothing,North,P0009,S002,147.75,58.47,8098.54,0
2026-01-09,Clothing,North,P0009,S003,147.75,52.96,8094.99,0
2026-01-09,Clothing,North,P0009,S004,147.75,53.0,8100.88,0
2026-01-09,Clothing,North,P0009,S005,147.75,56.78,8118.86,0
2026-01-09,Clothing,North,P0010,S001,147.75,55.02,8129.15,0
2026-01-09,Clothing,North,P0010,S002,147.75,56.85,8128.6,0
2026-01-09,Clothing,North,P0010,S003,147.75,60.49,8125.04,0
2026-01-09,Clothing,North,P0010,S004,147.75,56.87,8130.96,0
2026-01-09,Clothing,North,P0010,S005,147.75,49.64,8149.0,0
2026-01-09,Clothing,North,P0011,S001,147.75,61.69,8286.61,0
2026-01-09,Clothing,North,P0011,S002,147.75,59.82,8286.05,0
2026-01-09,Clothing,North,P0011,S003,147.75,50.45,8282.42,0
2026-01-09,Clothing,North,P0011,S004,147.75,59.84,8288.44,0
2026-01-09,Clothing,North,P0011,S005,147.75,58.1,8306.84,0
2026-01-09,Clothing,North,P0012,S001,147.75,49.16,8070.36,0
2026-01-09,Clothing,North,P0012,S002,147.75,52.8,8069.82,0
2026-01-09,Clothing,North,P0012,S003,147.75,60.05,8066.28,0
2026-01-09,Clothing,North,P0012,S004,147.75,58.28,8072.15,0
2026-01-09,Clothing,North,P0012,S005,147.75,58.41,8090.07,0
2026-01-09,Clothing,North,P0013,S001,147.75,54.72,8085.32,0
2026-01-09,Clothing,North,P0013,S002,147.75,51.07,8084.77,0
2026-01-09,Clothing,North,P0013,S003,147.75,54.7,8081.23,0
2026-01-09,Clothing,North,P0013,S004,147.75,49.26,8087.11,0
2026-01-09,Clothing,North,P0013,S005,147.75,54.86,8105.07,0
2026-01-09,Clothing,North,P0014,S001,147.75,57.26,8187.98,0
2026-01-09,Clothing,North,P0014,S002,147.75,49.87,8187.42,0
2026-01-09,Clothing,North,P0014,S003,147.75,53.54,8183.83,0
2026-01-09,Clothing,North,P0014,S004,147.75,55.43,8189.79,0
2026-01-09,Clothing,North,P0014,S005,147.75,61.11,8207.97,0
2026-01-09,Clothing,North,P0015,S001,147.75,48.99,8042.48,0
2026-01-09,Clothing,North,P0015,S002,147.75,50.8,8041.93,0
2026-01-09,Clothing,North,P0015,S003,147.75,50.78,8038.41,0
2026-01-09,Clothing,North,P0015,S004,147.75,50.82,8044.26,0
2026-01-09,Clothing,North,P0015,S005,147.75,50.93,8062.12,0
2026-01-09,Clothing,North,P0016,S001,147.75,49.04,8051.48,0
2026-01-09,Clothing,North,P0016,S002,147.75,59.94,8050.93,0
2026-01-09,Clothing,North,P0016,S003,147.75,52.65,8047.41,0
2026-01-09,Clothing,North,P0016,S004,147.75,58.14,8053.26,0
2026-01-09,Clothing,North,P0016,S005,147.75,49.16,8071.14,0
2026-01-09,Clothing,North,P0017,S001,147.75,56.12,8024.25,0
2026-01-09,Clothing,North,P0017,S002,147.75,59.74,8023.7,0
2026-01-09,Clothing,North,P0017,S003,147.75,48.85,8020.19,0
2026-01-09,Clothing,North,P0017,S004,147.75,59.75,8026.02,0
2026-01-09,Clothing,North,P0017,S005,147.75,49.0,8043.84,0
2026-01-09,Clothing,North,P0018,S001,147.75,56.3,8049.3,0
2026-01-09,Clothing,North,P0018,S002,147.75,59.92,8048.75,0
2026-01-09,Clothing,North,P0018,S003,147.75,58.08,8045.23,0
2026-01-09,Clothing,North,P0018,S004,147.75,59.94,8051.08,0
2026-01-09,Clothing,North,P0018,S005,147.75,56.43,8068.96,0
2026-01-09,Clothing,North,P0019,S001,147.75,49.26,8087.64,0
2026-01-09,Clothing,North,P0019,S002,147.75,49.26,8087.09,0
2026-01-09,Clothing,North,P0019,S003,147.75,51.06,8083.55,0
2026-01-09,Clothing,North,P0019,S004,147.75,58.4,8089.43,0
2026-01-09,Clothing,North,P0019,S005,147.75,60.36,8107.39,0
2026-01-09,Clothing,North,P0020,S001,147.75,57.02,8153.09,0
2026-01-09,Clothing,North,P0020,S002,147.75,60.7,8152.54,0
2026-01-09,Clothing,North,P0020,S003,147.75,60.67,8148.97,0
2026-01-09,Clothing,North,P0020,S004,147.75,53.35,8154.9,0
2026-01-09,Clothing,North,P0020,S005,147.75,59.0,8173.0,0
2026-01-09,Clothing,South,P0001,S001,147.75,57.54,7970.23,0
2026-01-09,Clothing,South,P0001,S002,147.75,57.54,7969.69,0
2026-01-09,Clothing,South,P0001,S003,147.75,53.92,7966.2,0
2026-01-09,Clothing,South,P0001,S004,147.75,59.35,7972.0,0
2026-01-09,Clothing,South,P0001,S005,147.75,54.08,7989.7,0
2026-01-09,Clothing,South,P0002,S001,147.75,58.3,8075.49,0
2026-01-09,Clothing,South,P0002,S002,147.75,56.47,8074.95,0
2026-01-09,Clothing,South,P0002,S003,147.75,60.09,8071.41,0
2026-01-09,Clothing,South,P0002,S004,147.75,60.14,8077.28,0
2026-01-09,Clothing,South,P0002,S005,147.75,52.96,8095.21,0
2026-01-09,Clothing,South,P0003,S001,147.75,59.71,8019.68,0
2026-01-09,Clothing,South,P0003,S002,147.75,48.85,8019.14,0
2026-01-09,Clothing,South,P0003,S003,147.75,50.63,8015.62,0
2026-01-09,Clothing,South,P0003,S004,147.75,52.48,8021.46,0
2026-01-09,Clothing,South,P0003,S005,147.75,54.41,8039.27,0
2026-01-09,Clothing,South,P0004,S001,147.75,56.76,8115.13,0
2026-01-09,Clothing,South,P0004,S002,147.75,54.92,8114.58,0
2026-01-09,Clothing,South,P0004,S003,147.75,49.41,8111.02,0
2026-01-09,Clothing,South,P0004,S004,147.75,60.43,8116.92,0
2026-01-09,Clothing,South,P0004,S005,147.75,60.56,8134.94,0
2026-01-09,Clothing,South,P0005,S001,147.75,48.97,8039.82,0
2026-01-09,Clothing,South,P0005,S002,147.75,58.04,8039.28,0
2026-01-09,Clothing,South,P0005,S003,147.75,59.83,8035.75,0
2026-01-09,Clothing,South,P0005,S004,147.75,59.87,8041.6,0
2026-01-09,Clothing,South,P0005,S005,147.75,49.09,8059.45,0
2026-01-09,Clothing,South,P0006,S001,147.75,52.36,8002.39,0
2026-01-09,Clothing,South,P0006,S002,147.75,50.55,8001.85,0
2026-01-09,Clothing,South,P0006,S003,147.75,59.55,7998.34,0
2026-01-09,Clothing,South,P0006,S004,147.75,54.17,8004.16,0
2026-01-09,Clothing,South,P0006,S005,147.75,54.29,8021.93,0
2026-01-09,Clothing,South,P0007,S001,147.75,57.93,8024.38,0
2026-01-09,Clothing,South,P0007,S002,147.75,57.93,8023.84,0
2026-01-09,Clothing,South,P0007,S003,147.75,50.66,8020.32,0
2026-01-09,Clothing,South,P0007,S004,147.75,48.89,8026.16,0
2026-01-09,Clothing,South,P0007,S005,147.75,50.81,8043.98,0
2026-01-09,Clothing,South,P0008,S001,147.75,49.26,8087.43,0
2026-01-09,Clothing,South,P0008,S002,147.75,58.38,8086.88,0
2026-01-09,Clothing,South,P0008,S003,147.75,54.71,8083.34,0
2026-01-09,Clothing,South,P0008,S004,147.75,49.27,8089.22,0
2026-01-09,Clothing,South,P0008,S005,147.75,60.36,8107.18,0
2026-01-09,Clothing,South,P0009,S001,147.75,60.0,8059.2,0
2026-01-09,Clothing,South,P0009,S002,147.75,56.36,8058.66,0
2026-01-09,Clothing,South,P0009,S003,147.75,50.88,8055.13,0
2026-01-09,Clothing,South,P0009,S004,147.75,56.38,8060.99,0
2026-01-09,Clothing,South,P0009,S005,147.75,51.03,8078.88,0
2026-01-09,Clothing,South,P0010,S001,147.75,54.75,8089.12,0
2026-01-09,Clothing,South,P0010,S002,147.75,54.74,8088.57,0
2026-01-09,Clothing,South,P0010,S003,147.75,51.07,8085.03,0
2026-01-09,Clothing,South,P0010,S004,147.75,60.24,8090.91,0
2026-01-09,Clothing,South,P0010,S005,147.75,60.37,8108.88,0
2026-01-09,Clothing,South,P0011,S001,147.75,53.95,8245.8,0
2026-01-09,Clothing,South,P0011,S002,147.75,53.95,8245.24,0
2026-01-09,Clothing,South,P0011,S003,147.75,53.92,8241.63,0
2026-01-09,Clothing,South,P0011,S004,147.75,52.1,8247.63,0
2026-01-09,Clothing,South,P0011,S005,147.75,50.35,8265.94,0
2026-01-09,Clothing,South,P0012,S001,147.75,59.79,8030.62,0
2026-01-09,Clothing,South,P0012,S002,147.75,59.78,8030.08,0
2026-01-09,Clothing,South,P0012,S003,147.75,59.76,8026.56,0
2026-01-09,Clothing,South,P0012,S004,147.75,59.8,8032.4,0
2026-01-09,Clothing,South,P0012,S005,147.75,52.67,8050.23,0
2026-01-09,Clothing,South,P0013,S001,147.75,50.82,8045.51,0
2026-01-09,Clothing,South,P0013,S002,147.75,54.45,8044.96,0
2026-01-09,Clothing,South,P0013,S003,147.75,59.87,8041.44,0
2026-01-09,Clothing,South,P0013,S004,147.75,58.1,8047.29,0
2026-01-09,Clothing,South,P0013,S005,147.75,50.95,8065.15,0
2026-01-09,Clothing,South,P0014,S001,147.75,55.14,8147.65,0
2026-01-09,Clothing,South,P0014,S002,147.75,53.3,8147.1,0
2026-01-09,Clothing,South,P0014,S003,147.75,60.63,8143.53,0
2026-01-09,Clothing,South,P0014,S004,147.75,51.48,8149.46,0
2026-01-09,Clothing,South,P0014,S005,147.75,51.59,8167.55,0
2026-01-09,Clothing,South,P0015,S001,147.75,52.36,8002.87,0
2026-01-09,Clothing,South,P0015,S002,147.75,57.77,8002.33,0
2026-01-09,Clothing,South,P0015,S003,147.75,54.14,7998.82,0
2026-01-09,Clothing,South,P0015,S004,147.75,48.76,8004.65,0
2026-01-09,Clothing,South,P0015,S005,147.75,50.68,8022.42,0
2026-01-09,Clothing,South,P0016,S001,147.75,54.23,8011.83,0
2026-01-09,Clothing,South,P0016,S002,147.75,57.84,8011.29,0
2026-01-09,Clothing,South,P0016,S003,147.75,59.62,8007.78,0
2026-01-09,Clothing,South,P0016,S004,147.75,52.43,8013.61,0
2026-01-09,Clothing,South,P0016,S005,147.75,59.79,8031.4,0
2026-01-09,Clothing,South,P0017,S001,147.75,50.44,7984.73,0
2026-01-09,Clothing,South,P0017,S002,147.75,52.24,7984.19,0
2026-01-09,Clothing,South,P0017,S003,147.75,48.61,7980.69,0
2026-01-09,Clothing,South,P0017,S004,147.75,59.46,7986.5,0
2026-01-09,Clothing,South,P0017,S005,147.75,55.98,8004.23,0
2026-01-09,Clothing,South,P0018,S001,147.75,52.4,8009.66,0
2026-01-09,Clothing,South,P0018,S002,147.75,56.01,8009.12,0
2026-01-09,Clothing,South,P0018,S003,147.75,48.77,8005.61,0
2026-01-09,Clothing,South,P0018,S004,147.75,48.8,8011.44,0
2026-01-09,Clothing,South,P0018,S005,147.75,48.91,8029.22,0
2026-01-09,Clothing,South,P0019,S001,147.75,54.47,8047.81,0
2026-01-09,Clothing,South,P0019,S002,147.75,52.65,8047.27,0
2026-01-09,Clothing,South,P0019,S003,147.75,49.0,8043.74,0
2026-01-09,Clothing,South,P0019,S004,147.75,50.85,8049.6,0
2026-01-09,Clothing,South,P0019,S005,147.75,60.06,8067.47,0
2026-01-09,Clothing,South,P0020,S001,147.75,60.4,8112.94,0
2026-01-09,Clothing,South,P0020,S002,147.75,49.42,8112.39,0
2026-01-09,Clothing,South,P0020,S003,147.75,54.88,8108.84,0
2026-01-09,Clothing,South,P0020,S004,147.75,58.58,8114.74,0
2026-01-09,Clothing,South,P0020,S005,147.75,60.55,8132.76,0
2026-01-09,Clothing,West,P0001,S001,147.75,57.49,7963.61,0
2026-01-09,Clothing,West,P0001,S002,147.75,57.49,7963.07,0
2026-01-09,Clothing,West,P0001,S003,147.75,52.08,7959.58,0
2026-01-09,Clothing,West,P0001,S004,147.75,50.32,7965.38,0
2026-01-09,Clothing,West,P0001,S005,147.75,48.63,7983.06,0
2026-01-09,Clothing,West,P0002,S001,147.75,60.07,8068.79,0
2026-01-09,Clothing,West,P0002,S002,147.75,49.15,8068.24,0
2026-01-09,Clothing,West,P0002,S003,147.75,60.04,8064.7,0
2026-01-09,Clothing,West,P0002,S004,147.75,58.26,8070.57,0
2026-01-09,Clothing,West,P0002,S005,147.75,51.09,8088.49,0
2026-01-09,Clothing,West,P0003,S001,147.75,52.43,8013.02,0
2026-01-09,Clothing,West,P0003,S002,147.75,48.81,8012.48,0
2026-01-09,Clothing,West,P0003,S003,147.75,56.01,8008.97,0
2026-01-09,Clothing,West,P0003,S004,147.75,52.44,8014.8,0
2026-01-09,Clothing,West,P0003,S005,147.75,52.55,8032.59,0
2026-01-09,Clothing,West,P0004,S001,147.75,60.37,8108.39,0
2026-01-09,Clothing,West,P0004,S002,147.75,56.7,8107.84,0
2026-01-09,Clothing,West,P0004,S003,147.75,49.37,8104.28,0
2026-01-09,Clothing,West,P0004,S004,147.75,60.38,8110.18,0
2026-01-09,Clothing,West,P0004,S005,147.75,49.51,8128.19,0
2026-01-09,Clothing,West,P0005,S001,147.75,59.81,8033.14,0
2026-01-09,Clothing,West,P0005,S002,147.75,59.8,8032.6,0
2026-01-09,Clothing,West,P0005,S003,147.75,52.53,8029.08,0
2026-01-09,Clothing,West,P0005,S004,147.75,50.76,8034.92,0
2026-01-09,Clothing,West,P0005,S005,147.75,49.05,8052.76,0
2026-01-09,Clothing,West,P0006,S001,147.75,55.92,7995.74,0
2026-01-09,Clothing,West,P0006,S002,147.75,57.72,7995.2,0
2026-01-09,Clothing,West,P0006,S003,147.75,57.7,7991.7,0
2026-01-09,Clothing,West,P0006,S004,147.75,48.72,7997.52,0
2026-01-09,Clothing,West,P0006,S005,147.75,59.67,8015.27,0
2026-01-09,Clothing,West,P0007,S001,147.75,59.69,8017.72,0
2026-01-09,Clothing,West,P0007,S002,147.75,59.69,8017.17,0
2026-01-09,Clothing,West,P0007,S003,147.75,48.81,8013.66,0
2026-01-09,Clothing,West,P0007,S004,147.75,50.66,8019.49,0
2026-01-09,Clothing,West,P0007,S005,147.75,56.21,8037.3,0
2026-01-09,Clothing,West,P0008,S001,147.75,51.05,8080.72,0
2026-01-09,Clothing,West,P0008,S002,147.75,56.51,8080.17,0
2026-01-09,Clothing,West,P0008,S003,147.75,54.66,8076.63,0
2026-01-09,Clothing,West,P0008,S004,147.75,58.35,8082.51,0
2026-01-09,Clothing,West,P0008,S005,147.75,49.34,8100.45,0
2026-01-09,Clothing,West,P0009,S001,147.75,58.13,8052.51,0
2026-01-09,Clothing,West,P0009,S002,147.75,59.95,8051.96,0
2026-01-09,Clothing,West,P0009,S003,147.75,58.1,8048.43,0
2026-01-09,Clothing,West,P0009,S004,147.75,49.06,8054.29,0
2026-01-09,Clothing,West,P0009,S005,147.75,50.99,8072.17,0
2026-01-09,Clothing,West,P0010,S001,147.75,52.88,8082.4,0
2026-01-09,Clothing,West,P0010,S002,147.75,60.17,8081.86,0
2026-01-09,Clothing,West,P0010,S003,147.75,60.14,8078.31,0
2026-01-09,Clothing,West,P0010,S004,147.75,49.24,8084.19,0
2026-01-09,Clothing,West,P0010,S005,147.75,58.49,8102.14,0
2026-01-09,Clothing,West,P0011,S001,147.75,57.62,8238.95,0
2026-01-09,Clothing,West,P0011,S002,147.75,61.33,8238.39,0
2026-01-09,Clothing,West,P0011,S003,147.75,50.16,8234.78,0
2026-01-09,Clothing,West,P0011,S004,147.75,55.78,8240.78,0
2026-01-09,Clothing,West,P0011,S005,147.75,59.63,8259.07,0
2026-01-09,Clothing,West,P0012,S001,147.75,50.69,8023.95,0
2026-01-09,Clothing,West,P0012,S002,147.75,50.68,8023.41,0
2026-01-09,Clothing,West,P0012,S003,147.75,48.85,8019.89,0
2026-01-09,Clothing,West,P0012,S004,147.75,54.32,8025.73,0
2026-01-09,Clothing,West,P0012,S005,147.75,56.25,8043.54,0
2026-01-09,Clothing,West,P0013,S001,147.75,56.22,8038.83,0
2026-01-09,Clothing,West,P0013,S002,147.75,59.85,8038.28,0
2026-01-09,Clothing,West,P0013,S003,147.75,50.76,8034.76,0
2026-01-09,Clothing,West,P0013,S004,147.75,59.86,8040.61,0
2026-01-09,Clothing,West,P0013,S005,147.75,60.0,8058.46,0
2026-01-09,Clothing,West,P0014,S001,147.75,51.43,8140.89,0
2026-01-09,Clothing,West,P0014,S002,147.75,55.1,8140.33,0
2026-01-09,Clothing,West,P0014,S003,147.75,60.58,8136.77,0
2026-01-09,Clothing,West,P0014,S004,147.75,49.6,8142.69,0
2026-01-09,Clothing,West,P0014,S005,147.75,55.23,8160.77,0
2026-01-09,Clothing,West,P0015,S001,147.75,55.92,7996.23,0
2026-01-09,Clothing,West,P0015,S002,147.75,57.72,7995.68,0
2026-01-09,Clothing,West,P0015,S003,147.75,59.5,7992.18,0
2026-01-09,Clothing,West,P0015,S004,147.75,59.55,7998.0,0
2026-01-09,Clothing,West,P0015,S005,147.75,56.06,8015.75,0
2026-01-09,Clothing,West,P0016,S001,147.75,52.37,8005.18,0
2026-01-09,Clothing,West,P0016,S002,147.75,48.76,8004.63,0
2026-01-09,Clothing,West,P0016,S003,147.75,48.74,8001.13,0
2026-01-09,Clothing,West,P0016,S004,147.75,56.0,8006.95,0
2026-01-09,Clothing,West,P0016,S005,147.75,54.31,8024.73,0
2026-01-09,Clothing,West,P0017,S001,147.75,59.4,7978.1,0
2026-01-09,Clothing,West,P0017,S002,147.75,59.39,7977.56,0
2026-01-09,Clothing,West,P0017,S003,147.75,52.17,7974.06,0
2026-01-09,Clothing,West,P0017,S004,147.75,50.41,7979.87,0
2026-01-09,Clothing,West,P0017,S005,147.75,57.74,7997.58,0
2026-01-09,Clothing,West,P0018,S001,147.75,54.17,8003.01,0
